,filename,semantic_label,numeric_label,partition,task,partition_challenge
1565,000402.png,siberian_husky,6.0,train,source,train
1566,002073.png,miniature_poodle,1.0,train,source,train
1567,001286.png,saint_bernard,2.0,train,source,val
1568,003409.png,saint_bernard,2.0,val,source,train
1569,007438.png,miniature_poodle,1.0,,source,train
1570,002331.png,miniature_poodle,1.0,train,source,train
1571,006695.png,dalmatian,4.0,,source,train
1572,000557.png,dalmatian,4.0,train,source,test
1573,008409.png,great_dane,3.0,,source,val
1574,007853.png,samoyed,0.0,,source,train
1575,005118.png,chihuahua,5.0,test,source,test
1576,000855.png,saint_bernard,2.0,train,source,train
1577,007155.png,siberian_husky,6.0,,source,train
1578,004045.png,samoyed,0.0,val,source,train
1579,010049.png,saint_bernard,2.0,,source,val
1580,006486.png,saint_bernard,2.0,,source,val
1581,006567.png,chihuahua,5.0,,source,train
1582,001642.png,samoyed,0.0,train,source,val
1583,000309.png,miniature_poodle,1.0,train,source,train
1584,005657.png,samoyed,0.0,test,source,test
1585,000124.png,siberian_husky,6.0,train,source,test
1586,008769.png,samoyed,0.0,,source,train
1587,001777.png,miniature_poodle,1.0,train,source,train
1588,006072.png,dalmatian,4.0,,source,val
1589,006161.png,miniature_poodle,1.0,,source,train
1590,009325.png,yorkshire_terrier,7.0,,source,train
1591,009520.png,chihuahua,5.0,,source,train
1592,007850.png,great_dane,3.0,,source,test
1593,009457.png,miniature_poodle,1.0,,source,test
1594,000815.png,chihuahua,5.0,train,source,train
1595,006667.png,dalmatian,4.0,,source,test
1596,007536.png,siberian_husky,6.0,,source,test
1597,006608.png,yorkshire_terrier,7.0,,source,test
1598,006913.png,siberian_husky,6.0,,source,val
1599,002670.png,saint_bernard,2.0,val,source,train
1600,003056.png,samoyed,0.0,val,source,train
1601,005894.png,yorkshire_terrier,7.0,,source,val
1602,003945.png,chihuahua,5.0,val,source,train
1603,005181.png,chihuahua,5.0,test,source,train
1604,009704.png,siberian_husky,6.0,,source,train
1605,007592.png,siberian_husky,6.0,,source,test
1606,000851.png,miniature_poodle,1.0,train,source,val
1607,007266.png,samoyed,0.0,,source,train
1608,004029.png,siberian_husky,6.0,test,source,train
1609,002598.png,chihuahua,5.0,val,source,train
1610,005007.png,great_dane,3.0,test,source,test
1611,006706.png,dalmatian,4.0,,source,test
1612,005457.png,miniature_poodle,1.0,,source,train
1613,006292.png,dalmatian,4.0,,source,test
1614,006886.png,dalmatian,4.0,,source,train
1615,006833.png,dalmatian,4.0,,source,train
1616,001061.png,miniature_poodle,1.0,train,source,train
1617,009426.png,chihuahua,5.0,,source,val
1618,005474.png,siberian_husky,6.0,test,source,val
1619,006477.png,dalmatian,4.0,,source,test
1620,001553.png,saint_bernard,2.0,train,source,train
1621,001633.png,siberian_husky,6.0,train,source,train
1622,007457.png,chihuahua,5.0,,source,train
1623,007005.png,yorkshire_terrier,7.0,,source,train
1624,002855.png,miniature_poodle,1.0,val,source,train
1625,004799.png,samoyed,0.0,test,source,test
1626,003131.png,yorkshire_terrier,7.0,val,source,train
1627,002778.png,dalmatian,4.0,val,source,train
1628,005133.png,great_dane,3.0,test,source,test
1629,008350.png,samoyed,0.0,,source,train
1630,008900.png,chihuahua,5.0,,source,test
1631,007007.png,siberian_husky,6.0,,source,train
1632,002593.png,great_dane,3.0,val,source,train
1633,004594.png,great_dane,3.0,test,source,train
1634,008777.png,samoyed,0.0,,source,train
1635,006247.png,samoyed,0.0,,source,val
1636,003262.png,chihuahua,5.0,val,source,train
1637,003403.png,samoyed,0.0,val,source,train
1638,008915.png,chihuahua,5.0,,source,train
1639,006856.png,samoyed,0.0,,source,val
1640,000446.png,dalmatian,4.0,train,source,test
1641,009445.png,samoyed,0.0,,source,test
1642,007511.png,samoyed,0.0,,source,train
1643,007930.png,samoyed,0.0,,source,test
1644,008835.png,dalmatian,4.0,,source,train
1645,003709.png,miniature_poodle,1.0,val,source,train
1646,002550.png,dalmatian,4.0,val,source,val
1647,006110.png,siberian_husky,6.0,,source,train
1648,009977.png,great_dane,3.0,,source,val
1649,003370.png,miniature_poodle,1.0,val,source,test
1650,005186.png,miniature_poodle,1.0,test,source,train
1651,004585.png,chihuahua,5.0,test,source,test
1652,005441.png,chihuahua,5.0,test,source,test
1653,001189.png,siberian_husky,6.0,train,source,train
1654,003556.png,siberian_husky,6.0,val,source,train
1655,006195.png,saint_bernard,2.0,,source,val
1656,008734.png,saint_bernard,2.0,,source,train
1657,003706.png,samoyed,0.0,val,source,val
1658,001284.png,saint_bernard,2.0,train,source,test
1659,006850.png,siberian_husky,6.0,,source,val
1660,008423.png,yorkshire_terrier,7.0,,source,train
1661,002921.png,siberian_husky,6.0,val,source,test
1662,005467.png,saint_bernard,2.0,,source,train
1663,005667.png,siberian_husky,6.0,,source,train
1664,006756.png,dalmatian,4.0,,source,val
1665,003701.png,yorkshire_terrier,7.0,val,source,train
1666,001799.png,dalmatian,4.0,train,source,train
1667,003427.png,chihuahua,5.0,val,source,val
1668,009750.png,great_dane,3.0,,source,train
1669,000547.png,samoyed,0.0,train,source,val
1670,009229.png,samoyed,0.0,,source,train
1671,008886.png,dalmatian,4.0,,source,val
1672,006025.png,saint_bernard,2.0,,source,train
1673,005524.png,saint_bernard,2.0,,source,train
1674,007956.png,siberian_husky,6.0,,source,train
1675,000568.png,miniature_poodle,1.0,train,source,train
1676,004880.png,samoyed,0.0,test,source,test
1677,007625.png,saint_bernard,2.0,,source,train
1678,008526.png,siberian_husky,6.0,,source,train
1679,001422.png,samoyed,0.0,train,source,val
1680,005125.png,chihuahua,5.0,test,source,train
1681,007099.png,samoyed,0.0,,source,test
1682,009175.png,yorkshire_terrier,7.0,,source,train
1683,006398.png,miniature_poodle,1.0,,source,train
1684,008143.png,samoyed,0.0,,source,train
1685,003021.png,chihuahua,5.0,val,source,train
1686,008554.png,chihuahua,5.0,,source,train
1687,008041.png,samoyed,0.0,,source,train
1688,002092.png,siberian_husky,6.0,train,source,train
1689,006633.png,siberian_husky,6.0,,source,train
1690,009155.png,yorkshire_terrier,7.0,,source,train
1691,006417.png,siberian_husky,6.0,,source,val
1692,004920.png,samoyed,0.0,test,source,train
1693,000135.png,chihuahua,5.0,train,source,train
1694,003568.png,dalmatian,4.0,val,source,test
1695,006498.png,yorkshire_terrier,7.0,,source,train
1696,008576.png,yorkshire_terrier,7.0,,source,train
1697,008614.png,siberian_husky,6.0,,source,val
1698,004071.png,dalmatian,4.0,val,source,train
1699,009897.png,miniature_poodle,1.0,,source,val
1700,008792.png,yorkshire_terrier,7.0,,source,val
1701,006890.png,saint_bernard,2.0,,source,val
1702,005073.png,saint_bernard,2.0,test,source,test
1703,008772.png,siberian_husky,6.0,,source,test
1704,002128.png,samoyed,0.0,train,source,train
1705,007452.png,samoyed,0.0,,source,train
1706,003754.png,saint_bernard,2.0,val,source,train
1707,000391.png,yorkshire_terrier,7.0,train,source,train
1708,005420.png,saint_bernard,2.0,,source,test
1709,001808.png,great_dane,3.0,train,source,val
1710,004288.png,siberian_husky,6.0,test,source,val
1711,005031.png,dalmatian,4.0,test,source,test
1712,006944.png,miniature_poodle,1.0,,source,train
1713,005914.png,great_dane,3.0,,source,test
1714,009407.png,dalmatian,4.0,,source,val
1715,009725.png,chihuahua,5.0,,source,train
1716,009752.png,great_dane,3.0,,source,train
1717,006983.png,chihuahua,5.0,,source,train
1718,007599.png,miniature_poodle,1.0,,source,train
1719,002608.png,great_dane,3.0,val,source,train
1720,008100.png,great_dane,3.0,,source,test
1721,009986.png,dalmatian,4.0,,source,test
1722,006876.png,siberian_husky,6.0,,source,train
1723,005284.png,saint_bernard,2.0,test,source,test
1724,001782.png,dalmatian,4.0,train,source,train
1725,000283.png,yorkshire_terrier,7.0,train,source,train
1726,001197.png,miniature_poodle,1.0,train,source,test
1727,006461.png,siberian_husky,6.0,,source,train
1728,006064.png,dalmatian,4.0,,source,train
1729,006657.png,miniature_poodle,1.0,,source,train
1730,003699.png,samoyed,0.0,val,source,test
1731,001330.png,siberian_husky,6.0,train,source,train
1732,010218.png,chihuahua,5.0,,source,test
1733,009887.png,saint_bernard,2.0,,source,train
1734,007988.png,yorkshire_terrier,7.0,,source,test
1735,004776.png,siberian_husky,6.0,test,source,test
1736,004413.png,chihuahua,5.0,test,source,test
1737,007524.png,yorkshire_terrier,7.0,,source,test
1738,004952.png,miniature_poodle,1.0,test,source,train
1739,005244.png,chihuahua,5.0,test,source,train
1740,005295.png,chihuahua,5.0,test,source,train
1741,000662.png,chihuahua,5.0,train,source,train
1742,001703.png,dalmatian,4.0,train,source,train
1743,000849.png,great_dane,3.0,train,source,train
1744,009780.png,chihuahua,5.0,,source,train
1745,005463.png,yorkshire_terrier,7.0,test,source,train
1746,006828.png,saint_bernard,2.0,,source,test
1747,000460.png,yorkshire_terrier,7.0,train,source,test
1748,009744.png,siberian_husky,6.0,,source,test
1749,001459.png,dalmatian,4.0,train,source,test
1750,008849.png,yorkshire_terrier,7.0,,source,test
1751,000142.png,dalmatian,4.0,train,source,train
1752,004307.png,dalmatian,4.0,test,source,train
1753,008385.png,dalmatian,4.0,,source,train
1754,008867.png,dalmatian,4.0,,source,test
1755,008331.png,siberian_husky,6.0,,source,train
1756,003354.png,siberian_husky,6.0,val,source,train
1757,003763.png,samoyed,0.0,val,source,test
1758,003200.png,miniature_poodle,1.0,val,source,train
1759,005764.png,samoyed,0.0,,source,train
1760,007867.png,great_dane,3.0,,source,train
1761,003203.png,miniature_poodle,1.0,val,source,train
1762,001963.png,yorkshire_terrier,7.0,train,source,train
1763,002057.png,siberian_husky,6.0,train,source,train
1764,005142.png,yorkshire_terrier,7.0,test,source,test
1765,004333.png,dalmatian,4.0,test,source,val
1766,005963.png,great_dane,3.0,,source,train
1767,007144.png,siberian_husky,6.0,,source,val
1768,000848.png,saint_bernard,2.0,train,source,test
1769,003023.png,siberian_husky,6.0,val,source,test
1770,000987.png,chihuahua,5.0,train,source,train
1771,000858.png,great_dane,3.0,train,source,train
1772,004879.png,great_dane,3.0,test,source,test
1773,010014.png,miniature_poodle,1.0,,source,train
1774,003588.png,samoyed,0.0,val,source,test
1775,008422.png,saint_bernard,2.0,,source,train
1776,006238.png,dalmatian,4.0,,source,test
1777,000885.png,miniature_poodle,1.0,train,source,train
1778,003372.png,chihuahua,5.0,val,source,train
1779,000863.png,samoyed,0.0,train,source,val
1780,007674.png,dalmatian,4.0,,source,val
1781,007193.png,samoyed,0.0,,source,test
1782,009406.png,saint_bernard,2.0,,source,test
1783,002576.png,great_dane,3.0,val,source,train
1784,003609.png,chihuahua,5.0,val,source,val
1785,001214.png,chihuahua,5.0,train,source,test
1786,004820.png,samoyed,0.0,test,source,train
1787,004985.png,yorkshire_terrier,7.0,test,source,train
1788,000067.png,great_dane,3.0,train,source,train
1789,006023.png,miniature_poodle,1.0,,source,test
1790,006945.png,dalmatian,4.0,,source,train
1791,001845.png,miniature_poodle,1.0,train,source,test
1792,007985.png,yorkshire_terrier,7.0,,source,test
1793,007295.png,yorkshire_terrier,7.0,,source,train
1794,008138.png,saint_bernard,2.0,,source,train
1795,007604.png,siberian_husky,6.0,,source,train
1796,004434.png,samoyed,0.0,test,source,train
1797,005090.png,great_dane,3.0,test,source,test
1798,001175.png,great_dane,3.0,train,source,train
1799,006193.png,miniature_poodle,1.0,,source,train
1800,009096.png,dalmatian,4.0,,source,val
1801,004051.png,miniature_poodle,1.0,test,source,test
1802,009060.png,dalmatian,4.0,,source,train
1803,001523.png,chihuahua,5.0,train,source,train
1804,008105.png,dalmatian,4.0,,source,val
1805,006694.png,great_dane,3.0,,source,test
1806,007824.png,saint_bernard,2.0,,source,val
1807,004660.png,yorkshire_terrier,7.0,test,source,train
1808,004162.png,yorkshire_terrier,7.0,test,source,train
1809,003550.png,dalmatian,4.0,val,source,train
1810,003921.png,great_dane,3.0,test,source,train
1811,000888.png,samoyed,0.0,train,source,val
1812,007117.png,great_dane,3.0,,source,train
1813,004140.png,samoyed,0.0,val,source,train
1814,006135.png,dalmatian,4.0,,source,test
1815,010080.png,great_dane,3.0,,source,test
1816,007068.png,miniature_poodle,1.0,,source,test
1817,009302.png,siberian_husky,6.0,,source,train
1818,007070.png,siberian_husky,6.0,,source,train
1819,009947.png,dalmatian,4.0,,source,test
1820,007026.png,dalmatian,4.0,,source,val
1821,009569.png,saint_bernard,2.0,,source,test
1822,003143.png,chihuahua,5.0,val,source,train
1823,004706.png,dalmatian,4.0,test,source,train
1824,004203.png,samoyed,0.0,val,source,val
1825,008707.png,miniature_poodle,1.0,,source,test
1826,002880.png,samoyed,0.0,val,source,train
1827,000572.png,great_dane,3.0,train,source,val
1828,009358.png,chihuahua,5.0,,source,val
1829,007800.png,great_dane,3.0,,source,val
1830,009794.png,miniature_poodle,1.0,,source,test
1831,007223.png,samoyed,0.0,,source,test
1832,004256.png,samoyed,0.0,test,source,train
1833,006834.png,saint_bernard,2.0,,source,test
1834,005912.png,great_dane,3.0,,source,train
1835,000548.png,yorkshire_terrier,7.0,train,source,train
1836,008532.png,yorkshire_terrier,7.0,,source,test
1837,005240.png,yorkshire_terrier,7.0,test,source,val
1838,002668.png,dalmatian,4.0,val,source,test
1839,000213.png,siberian_husky,6.0,train,source,train
1840,003117.png,samoyed,0.0,val,source,train
1841,009042.png,siberian_husky,6.0,,source,train
1842,008719.png,dalmatian,4.0,,source,train
1843,002865.png,great_dane,3.0,val,source,train
1844,004637.png,yorkshire_terrier,7.0,test,source,val
1845,004131.png,chihuahua,5.0,test,source,test
1846,002519.png,saint_bernard,2.0,val,source,test
1847,007176.png,yorkshire_terrier,7.0,,source,train
1848,001411.png,miniature_poodle,1.0,train,source,train
1849,008932.png,chihuahua,5.0,,source,train
1850,005429.png,great_dane,3.0,,source,train
1851,008205.png,chihuahua,5.0,,source,train
1852,008925.png,miniature_poodle,1.0,,source,train
1853,001531.png,great_dane,3.0,train,source,val
1854,007034.png,saint_bernard,2.0,,source,train
1855,007429.png,dalmatian,4.0,,source,train
1856,003097.png,siberian_husky,6.0,val,source,test
1857,007971.png,saint_bernard,2.0,,source,train
1858,006139.png,samoyed,0.0,,source,train
1859,000533.png,miniature_poodle,1.0,train,source,train
1860,007677.png,samoyed,0.0,,source,test
1861,000643.png,yorkshire_terrier,7.0,train,source,train
1862,001199.png,saint_bernard,2.0,train,source,test
1863,007456.png,yorkshire_terrier,7.0,,source,train
1864,005390.png,miniature_poodle,1.0,test,source,val
1865,008752.png,saint_bernard,2.0,,source,test
1866,004404.png,saint_bernard,2.0,test,source,train
1867,008085.png,saint_bernard,2.0,,source,test
1868,001955.png,saint_bernard,2.0,train,source,val
1869,009654.png,yorkshire_terrier,7.0,,source,test
1870,007667.png,miniature_poodle,1.0,,source,test
1871,002377.png,siberian_husky,6.0,val,source,val
1872,002806.png,great_dane,3.0,val,source,train
1873,009530.png,miniature_poodle,1.0,,source,train
1874,006698.png,samoyed,0.0,,source,test
1875,001784.png,yorkshire_terrier,7.0,train,source,test
1876,006113.png,yorkshire_terrier,7.0,,source,train
1877,002256.png,miniature_poodle,1.0,train,source,train
1878,009466.png,yorkshire_terrier,7.0,,source,test
1879,001089.png,dalmatian,4.0,train,source,test
1880,001868.png,samoyed,0.0,train,source,train
1881,002158.png,saint_bernard,2.0,train,source,train
1882,004664.png,yorkshire_terrier,7.0,test,source,val
1883,001585.png,siberian_husky,6.0,train,source,train
1884,002381.png,miniature_poodle,1.0,train,source,train
1885,009413.png,miniature_poodle,1.0,,source,train
1886,009417.png,dalmatian,4.0,,source,train
1887,009454.png,yorkshire_terrier,7.0,,source,train
1888,006163.png,siberian_husky,6.0,,source,test
1889,005875.png,samoyed,0.0,,source,train
1890,006976.png,miniature_poodle,1.0,,source,test
1891,003580.png,saint_bernard,2.0,val,source,test
1892,009022.png,yorkshire_terrier,7.0,,source,train
1893,010087.png,miniature_poodle,1.0,,source,train
1894,005154.png,siberian_husky,6.0,test,source,train
1895,007556.png,yorkshire_terrier,7.0,,source,train
1896,007204.png,great_dane,3.0,,source,train
1897,008070.png,saint_bernard,2.0,,source,test
1898,009424.png,yorkshire_terrier,7.0,,source,train
1899,005327.png,great_dane,3.0,test,source,train
1900,004380.png,chihuahua,5.0,test,source,val
1901,008629.png,samoyed,0.0,,source,test
1902,006273.png,miniature_poodle,1.0,,source,test
1903,007382.png,samoyed,0.0,,source,test
1904,003682.png,great_dane,3.0,val,source,val
1905,008655.png,great_dane,3.0,,source,train
1906,003559.png,yorkshire_terrier,7.0,val,source,train
1907,001873.png,dalmatian,4.0,train,source,train
1908,005905.png,great_dane,3.0,,source,test
1909,005096.png,chihuahua,5.0,test,source,train
1910,008991.png,miniature_poodle,1.0,,source,val
1911,002374.png,yorkshire_terrier,7.0,train,source,train
1912,003211.png,dalmatian,4.0,val,source,train
1913,004336.png,yorkshire_terrier,7.0,test,source,train
1914,004956.png,chihuahua,5.0,test,source,train
1915,003868.png,siberian_husky,6.0,val,source,train
1916,002348.png,miniature_poodle,1.0,train,source,test
1917,004360.png,samoyed,0.0,test,source,train
1918,008290.png,siberian_husky,6.0,,source,test
1919,008359.png,chihuahua,5.0,,source,val
1920,001807.png,siberian_husky,6.0,train,source,train
1921,000165.png,chihuahua,5.0,train,source,test
1922,003135.png,miniature_poodle,1.0,val,source,train
1923,003311.png,siberian_husky,6.0,val,source,train
1924,001243.png,miniature_poodle,1.0,train,source,train
1925,006520.png,saint_bernard,2.0,,source,train
1926,002958.png,saint_bernard,2.0,val,source,val
1927,005231.png,saint_bernard,2.0,test,source,train
1928,009053.png,siberian_husky,6.0,,source,train
1929,001753.png,siberian_husky,6.0,train,source,train
1930,000401.png,saint_bernard,2.0,train,source,test
1931,004408.png,miniature_poodle,1.0,test,source,train
1932,007269.png,dalmatian,4.0,,source,train
1933,002839.png,saint_bernard,2.0,val,source,train
1934,001577.png,saint_bernard,2.0,train,source,val
1935,001889.png,yorkshire_terrier,7.0,train,source,val
1936,000454.png,saint_bernard,2.0,train,source,test
1937,007962.png,great_dane,3.0,,source,test
1938,001006.png,dalmatian,4.0,train,source,train
1939,010146.png,saint_bernard,2.0,,source,train
1940,007984.png,miniature_poodle,1.0,,source,train
1941,008408.png,siberian_husky,6.0,,source,val
1942,002433.png,siberian_husky,6.0,val,source,val
1943,002704.png,great_dane,3.0,val,source,val
1944,005412.png,saint_bernard,2.0,,source,test
1945,009913.png,dalmatian,4.0,,source,val
1946,007703.png,samoyed,0.0,,source,test
1947,000963.png,chihuahua,5.0,train,source,train
1948,000216.png,samoyed,0.0,train,source,test
1949,006977.png,yorkshire_terrier,7.0,,source,train
1950,002879.png,siberian_husky,6.0,val,source,val
1951,009591.png,miniature_poodle,1.0,,source,val
1952,006618.png,yorkshire_terrier,7.0,,source,test
1953,008905.png,chihuahua,5.0,,source,train
1954,000001.png,miniature_poodle,1.0,train,source,train
1955,000932.png,yorkshire_terrier,7.0,train,source,train
1956,000609.png,great_dane,3.0,train,source,train
1957,000154.png,dalmatian,4.0,train,source,test
1958,008074.png,great_dane,3.0,,source,train
1959,006561.png,samoyed,0.0,,source,train
1960,006679.png,dalmatian,4.0,,source,test
1961,002937.png,miniature_poodle,1.0,val,source,train
1962,007135.png,samoyed,0.0,,source,train
1963,001383.png,saint_bernard,2.0,train,source,train
1964,009274.png,saint_bernard,2.0,,source,train
1965,000546.png,great_dane,3.0,train,source,train
1966,009235.png,great_dane,3.0,,source,val
1967,009350.png,siberian_husky,6.0,,source,val
1968,009518.png,great_dane,3.0,,source,test
1969,002698.png,dalmatian,4.0,val,source,train
1970,000682.png,yorkshire_terrier,7.0,train,source,train
1971,001278.png,great_dane,3.0,train,source,train
1972,005769.png,miniature_poodle,1.0,,source,train
1973,007242.png,samoyed,0.0,,source,test
1974,003070.png,miniature_poodle,1.0,val,source,test
1975,004054.png,siberian_husky,6.0,test,source,train
1976,001720.png,chihuahua,5.0,train,source,train
1977,010119.png,chihuahua,5.0,,source,test
1978,002230.png,samoyed,0.0,train,source,train
1979,001626.png,miniature_poodle,1.0,train,source,train
1980,009848.png,samoyed,0.0,,source,train
1981,008315.png,miniature_poodle,1.0,,source,test
1982,003065.png,dalmatian,4.0,val,source,train
1983,004153.png,samoyed,0.0,val,source,train
1984,009251.png,samoyed,0.0,,source,train
1985,001092.png,saint_bernard,2.0,train,source,test
1986,008954.png,saint_bernard,2.0,,source,test
1987,005080.png,yorkshire_terrier,7.0,test,source,test
1988,008013.png,great_dane,3.0,,source,train
1989,001871.png,yorkshire_terrier,7.0,train,source,test
1990,005890.png,yorkshire_terrier,7.0,,source,test
1991,007520.png,chihuahua,5.0,,source,train
1992,000739.png,saint_bernard,2.0,train,source,train
1993,007073.png,saint_bernard,2.0,,source,train
1994,007841.png,samoyed,0.0,,source,train
1995,000484.png,miniature_poodle,1.0,train,source,train
1996,007448.png,samoyed,0.0,,source,val
1997,009801.png,dalmatian,4.0,,source,train
1998,003275.png,dalmatian,4.0,val,source,val
1999,003751.png,samoyed,0.0,val,source,train
2000,000423.png,yorkshire_terrier,7.0,train,source,val
2001,010013.png,miniature_poodle,1.0,,source,train
2002,005929.png,yorkshire_terrier,7.0,,source,train
2003,004640.png,chihuahua,5.0,test,source,train
2004,004912.png,samoyed,0.0,test,source,val
2005,004373.png,miniature_poodle,1.0,test,source,test
2006,008009.png,dalmatian,4.0,,source,train
2007,006660.png,samoyed,0.0,,source,test
2008,000824.png,dalmatian,4.0,train,source,train
2009,000787.png,chihuahua,5.0,train,source,test
2010,006367.png,dalmatian,4.0,,source,val
2011,009150.png,saint_bernard,2.0,,source,test
2012,005928.png,chihuahua,5.0,,source,train
2013,000259.png,samoyed,0.0,train,source,train
2014,008245.png,great_dane,3.0,,source,val
2015,006170.png,saint_bernard,2.0,,source,test
2016,000035.png,samoyed,0.0,train,source,test
2017,005635.png,saint_bernard,2.0,,source,test
2018,009134.png,samoyed,0.0,,source,test
2019,010107.png,great_dane,3.0,,source,train
2020,005899.png,dalmatian,4.0,,source,test
2021,008502.png,miniature_poodle,1.0,,source,test
2022,000989.png,dalmatian,4.0,train,source,train
2023,002047.png,chihuahua,5.0,train,source,test
2024,005504.png,great_dane,3.0,,source,val
2025,006592.png,yorkshire_terrier,7.0,,source,train
2026,009208.png,samoyed,0.0,,source,train
2027,004907.png,yorkshire_terrier,7.0,test,source,train
2028,002676.png,samoyed,0.0,train,source,train
2029,003473.png,saint_bernard,2.0,val,source,val
2030,009324.png,saint_bernard,2.0,,source,train
2031,005278.png,saint_bernard,2.0,test,source,val
2032,008705.png,samoyed,0.0,,source,val
2033,005135.png,miniature_poodle,1.0,test,source,test
2034,002194.png,chihuahua,5.0,train,source,train
2035,000088.png,siberian_husky,6.0,train,source,train
2036,009738.png,siberian_husky,6.0,,source,train
2037,001574.png,saint_bernard,2.0,train,source,test
2038,006576.png,dalmatian,4.0,,source,test
2039,008591.png,miniature_poodle,1.0,,source,test
2040,006148.png,yorkshire_terrier,7.0,,source,val
2041,004773.png,samoyed,0.0,test,source,train
2042,006636.png,dalmatian,4.0,,source,test
2043,009493.png,dalmatian,4.0,,source,train
2044,003511.png,miniature_poodle,1.0,val,source,val
2045,000673.png,miniature_poodle,1.0,train,source,train
2046,001476.png,saint_bernard,2.0,train,source,train
2047,007626.png,chihuahua,5.0,,source,test
2048,004653.png,saint_bernard,2.0,test,source,test
2049,003453.png,samoyed,0.0,val,source,train
2050,004748.png,dalmatian,4.0,test,source,train
2051,004625.png,dalmatian,4.0,test,source,train
2052,004645.png,great_dane,3.0,test,source,test
2053,003788.png,siberian_husky,6.0,val,source,val
2054,008593.png,miniature_poodle,1.0,,source,test
2055,001037.png,siberian_husky,6.0,train,source,train
2056,005389.png,miniature_poodle,1.0,test,source,train
2057,007561.png,great_dane,3.0,,source,train
2058,004116.png,saint_bernard,2.0,test,source,val
2059,009736.png,chihuahua,5.0,,source,test
2060,003242.png,samoyed,0.0,val,source,test
2061,000769.png,chihuahua,5.0,train,source,val
2062,004678.png,yorkshire_terrier,7.0,test,source,train
2063,000874.png,miniature_poodle,1.0,train,source,train
2064,008842.png,great_dane,3.0,,source,train
2065,007773.png,miniature_poodle,1.0,,source,train
2066,001515.png,dalmatian,4.0,train,source,test
2067,003245.png,miniature_poodle,1.0,val,source,val
2068,006145.png,siberian_husky,6.0,,source,train
2069,009584.png,saint_bernard,2.0,,source,train
2070,000011.png,siberian_husky,6.0,train,source,train
2071,008038.png,yorkshire_terrier,7.0,,source,test
2072,002518.png,dalmatian,4.0,val,source,val
2073,003223.png,saint_bernard,2.0,val,source,train
2074,006377.png,samoyed,0.0,,source,train
2075,007783.png,great_dane,3.0,,source,test
2076,001324.png,siberian_husky,6.0,train,source,test
2077,008053.png,great_dane,3.0,,source,val
2078,006550.png,samoyed,0.0,,source,test
2079,004460.png,samoyed,0.0,test,source,train
2080,001645.png,saint_bernard,2.0,train,source,train
2081,001436.png,samoyed,0.0,train,source,train
2082,002843.png,chihuahua,5.0,val,source,train
2083,004185.png,saint_bernard,2.0,test,source,test
2084,007596.png,saint_bernard,2.0,,source,test
2085,002816.png,yorkshire_terrier,7.0,val,source,train
2086,000248.png,miniature_poodle,1.0,train,source,train
2087,006189.png,dalmatian,4.0,,source,train
2088,008002.png,samoyed,0.0,,source,test
2089,006123.png,samoyed,0.0,,source,test
2090,005831.png,great_dane,3.0,,source,train
2091,005166.png,dalmatian,4.0,test,source,train
2092,001282.png,samoyed,0.0,train,source,val
2093,006801.png,dalmatian,4.0,,source,test
2094,007402.png,great_dane,3.0,,source,val
2095,001096.png,dalmatian,4.0,train,source,val
2096,001666.png,samoyed,0.0,train,source,train
2097,007345.png,great_dane,3.0,,source,val
2098,009545.png,saint_bernard,2.0,,source,train
2099,008008.png,yorkshire_terrier,7.0,,source,val
2100,002266.png,chihuahua,5.0,train,source,train
2101,001686.png,great_dane,3.0,train,source,test
2102,008437.png,yorkshire_terrier,7.0,,source,train
2103,006455.png,miniature_poodle,1.0,,source,train
2104,008402.png,saint_bernard,2.0,,source,val
2105,009935.png,saint_bernard,2.0,,source,val
2106,010131.png,yorkshire_terrier,7.0,,source,train
2107,000354.png,samoyed,0.0,train,source,test
2108,007617.png,samoyed,0.0,,source,test
2109,005508.png,chihuahua,5.0,,source,test
2110,005851.png,great_dane,3.0,,source,train
2111,001635.png,miniature_poodle,1.0,train,source,val
2112,006339.png,great_dane,3.0,,source,test
2113,003412.png,samoyed,0.0,val,source,train
2114,000275.png,saint_bernard,2.0,train,source,train
2115,005119.png,great_dane,3.0,test,source,test
2116,009895.png,yorkshire_terrier,7.0,,source,test
2117,005677.png,yorkshire_terrier,7.0,,source,test
2118,004792.png,samoyed,0.0,test,source,train
2119,006557.png,great_dane,3.0,,source,val
2120,008903.png,siberian_husky,6.0,,source,test
2121,000555.png,miniature_poodle,1.0,train,source,val
2122,000229.png,miniature_poodle,1.0,train,source,val
2123,002881.png,yorkshire_terrier,7.0,val,source,train
2124,005702.png,yorkshire_terrier,7.0,,source,val
2125,004958.png,siberian_husky,6.0,test,source,test
2126,003413.png,siberian_husky,6.0,val,source,train
2127,005726.png,samoyed,0.0,,source,train
2128,001196.png,dalmatian,4.0,train,source,train
2129,002150.png,samoyed,0.0,train,source,train
2130,005084.png,samoyed,0.0,test,source,val
2131,003933.png,great_dane,3.0,test,source,train
2132,005227.png,great_dane,3.0,test,source,train
2133,002974.png,yorkshire_terrier,7.0,val,source,train
2134,007200.png,siberian_husky,6.0,,source,val
2135,008028.png,dalmatian,4.0,,source,train
2136,001409.png,dalmatian,4.0,train,source,train
2137,004798.png,yorkshire_terrier,7.0,test,source,train
2138,001945.png,miniature_poodle,1.0,train,source,val
2139,005388.png,miniature_poodle,1.0,test,source,train
2140,003761.png,great_dane,3.0,val,source,test
