filename,semantic_label,numeric_label,partition,task
009618.png,samoyed,0.0,,source
002298.png,great_dane,3.0,train,source
008267.png,saint_bernard,2.0,,source
000948.png,great_dane,3.0,train,source
003076.png,yorkshire_terrier,7.0,val,source
000196.png,samoyed,0.0,train,source
005566.png,samoyed,0.0,test,source
000332.png,dalmatian,4.0,train,source
004872.png,saint_bernard,2.0,test,source
006147.png,chihuahua,5.0,,source
001830.png,chihuahua,5.0,train,source
004105.png,siberian_husky,6.0,test,source
004457.png,saint_bernard,2.0,test,source
001079.png,great_dane,3.0,train,source
009382.png,samoyed,0.0,,source
000442.png,siberian_husky,6.0,train,source
002909.png,siberian_husky,6.0,val,source
009020.png,chihuahua,5.0,,source
004813.png,miniature_poodle,1.0,test,source
006028.png,dalmatian,4.0,,source
009564.png,miniature_poodle,1.0,,source
001270.png,chihuahua,5.0,train,source
005592.png,miniature_poodle,1.0,,source
003809.png,great_dane,3.0,val,source
005882.png,dalmatian,4.0,,source
005245.png,samoyed,0.0,test,source
008861.png,great_dane,3.0,,source
001173.png,siberian_husky,6.0,train,source
001372.png,yorkshire_terrier,7.0,train,source
000168.png,miniature_poodle,1.0,train,source
001325.png,saint_bernard,2.0,train,source
009117.png,samoyed,0.0,,source
000102.png,dalmatian,4.0,train,source
004966.png,chihuahua,5.0,test,source
005966.png,siberian_husky,6.0,,source
004013.png,chihuahua,5.0,val,source
007138.png,chihuahua,5.0,,source
007975.png,saint_bernard,2.0,,source
009769.png,siberian_husky,6.0,,source
008396.png,great_dane,3.0,,source
004982.png,yorkshire_terrier,7.0,test,source
009313.png,siberian_husky,6.0,,source
009552.png,dalmatian,4.0,,source
002674.png,chihuahua,5.0,val,source
001328.png,siberian_husky,6.0,train,source
005843.png,dalmatian,4.0,,source
007180.png,miniature_poodle,1.0,,source
000110.png,siberian_husky,6.0,train,source
000380.png,dalmatian,4.0,train,source
005403.png,miniature_poodle,1.0,test,source
010191.png,saint_bernard,2.0,,source
005044.png,dalmatian,4.0,test,source
006937.png,yorkshire_terrier,7.0,,source
007365.png,great_dane,3.0,,source
002610.png,yorkshire_terrier,7.0,train,source
005922.png,chihuahua,5.0,,source
002479.png,dalmatian,4.0,val,source
005399.png,samoyed,0.0,test,source
009690.png,siberian_husky,6.0,,source
005693.png,great_dane,3.0,,source
008439.png,yorkshire_terrier,7.0,,source
005459.png,yorkshire_terrier,7.0,test,source
009932.png,yorkshire_terrier,7.0,,source
003831.png,miniature_poodle,1.0,val,source
006539.png,saint_bernard,2.0,,source
002026.png,siberian_husky,6.0,train,source
006246.png,siberian_husky,6.0,,source
008083.png,dalmatian,4.0,,source
009835.png,yorkshire_terrier,7.0,,source
003124.png,miniature_poodle,1.0,val,source
000520.png,yorkshire_terrier,7.0,train,source
005416.png,dalmatian,4.0,test,source
007472.png,samoyed,0.0,,source
007136.png,dalmatian,4.0,,source
009911.png,chihuahua,5.0,,source
009145.png,saint_bernard,2.0,,source
009412.png,chihuahua,5.0,,source
005538.png,miniature_poodle,1.0,,source
006990.png,great_dane,3.0,,source
005971.png,saint_bernard,2.0,,source
009743.png,samoyed,0.0,,source
003777.png,siberian_husky,6.0,val,source
009875.png,saint_bernard,2.0,,source
000686.png,great_dane,3.0,train,source
000576.png,dalmatian,4.0,train,source
008644.png,saint_bernard,2.0,,source
005887.png,miniature_poodle,1.0,,source
002554.png,dalmatian,4.0,val,source
000956.png,dalmatian,4.0,train,source
001689.png,great_dane,3.0,train,source
004338.png,dalmatian,4.0,test,source
003388.png,siberian_husky,6.0,val,source
006825.png,saint_bernard,2.0,,source
002290.png,siberian_husky,6.0,train,source
003797.png,siberian_husky,6.0,val,source
008096.png,miniature_poodle,1.0,,source
003712.png,samoyed,0.0,val,source
007106.png,great_dane,3.0,,source
003003.png,samoyed,0.0,val,source
006245.png,miniature_poodle,1.0,,source
004876.png,yorkshire_terrier,7.0,test,source
001821.png,siberian_husky,6.0,train,source
002124.png,miniature_poodle,1.0,train,source
002642.png,chihuahua,5.0,val,source
004027.png,saint_bernard,2.0,test,source
008434.png,siberian_husky,6.0,,source
000612.png,saint_bernard,2.0,train,source
000369.png,chihuahua,5.0,train,source
007573.png,chihuahua,5.0,,source
002508.png,yorkshire_terrier,7.0,train,source
007721.png,chihuahua,5.0,,source
008654.png,yorkshire_terrier,7.0,,source
000408.png,siberian_husky,6.0,train,source
010165.png,dalmatian,4.0,,source
004668.png,miniature_poodle,1.0,test,source
010090.png,dalmatian,4.0,,source
001581.png,saint_bernard,2.0,train,source
002934.png,great_dane,3.0,val,source
002156.png,samoyed,0.0,train,source
004157.png,dalmatian,4.0,test,source
001000.png,yorkshire_terrier,7.0,train,source
007019.png,saint_bernard,2.0,,source
004121.png,chihuahua,5.0,test,source
006149.png,siberian_husky,6.0,,source
005986.png,saint_bernard,2.0,,source
009770.png,great_dane,3.0,,source
008640.png,saint_bernard,2.0,,source
009553.png,chihuahua,5.0,,source
009693.png,great_dane,3.0,,source
006106.png,samoyed,0.0,,source
003179.png,dalmatian,4.0,val,source
004682.png,great_dane,3.0,test,source
009880.png,chihuahua,5.0,,source
003520.png,chihuahua,5.0,val,source
000983.png,miniature_poodle,1.0,train,source
007736.png,dalmatian,4.0,,source
004964.png,yorkshire_terrier,7.0,test,source
002259.png,dalmatian,4.0,train,source
000482.png,samoyed,0.0,train,source
002524.png,great_dane,3.0,val,source
008171.png,saint_bernard,2.0,,source
008839.png,chihuahua,5.0,,source
008871.png,samoyed,0.0,,source
004765.png,miniature_poodle,1.0,test,source
003728.png,yorkshire_terrier,7.0,val,source
007241.png,siberian_husky,6.0,,source
004300.png,great_dane,3.0,test,source
005845.png,yorkshire_terrier,7.0,,source
004090.png,dalmatian,4.0,test,source
001133.png,yorkshire_terrier,7.0,train,source
006056.png,yorkshire_terrier,7.0,,source
007883.png,chihuahua,5.0,,source
003513.png,chihuahua,5.0,val,source
003833.png,dalmatian,4.0,val,source
000254.png,dalmatian,4.0,train,source
009959.png,samoyed,0.0,,source
003337.png,siberian_husky,6.0,val,source
004381.png,siberian_husky,6.0,test,source
009957.png,yorkshire_terrier,7.0,,source
001965.png,dalmatian,4.0,train,source
005874.png,great_dane,3.0,,source
007692.png,siberian_husky,6.0,,source
007069.png,samoyed,0.0,,source
006715.png,chihuahua,5.0,,source
008712.png,samoyed,0.0,,source
001620.png,great_dane,3.0,train,source
001809.png,yorkshire_terrier,7.0,train,source
001757.png,dalmatian,4.0,train,source
008227.png,saint_bernard,2.0,,source
006784.png,dalmatian,4.0,,source
000343.png,yorkshire_terrier,7.0,train,source
001452.png,chihuahua,5.0,train,source
005109.png,chihuahua,5.0,test,source
006960.png,great_dane,3.0,,source
002407.png,chihuahua,5.0,train,source
005688.png,samoyed,0.0,test,source
001375.png,dalmatian,4.0,train,source
009181.png,siberian_husky,6.0,,source
003295.png,dalmatian,4.0,val,source
008301.png,samoyed,0.0,,source
008217.png,yorkshire_terrier,7.0,,source
002582.png,miniature_poodle,1.0,val,source
006297.png,great_dane,3.0,,source
004383.png,chihuahua,5.0,test,source
000871.png,dalmatian,4.0,train,source
005793.png,dalmatian,4.0,,source
007392.png,samoyed,0.0,,source
003771.png,chihuahua,5.0,val,source
009257.png,dalmatian,4.0,,source
000619.png,siberian_husky,6.0,train,source
002165.png,saint_bernard,2.0,train,source
002916.png,siberian_husky,6.0,val,source
002573.png,dalmatian,4.0,val,source
001114.png,samoyed,0.0,train,source
007990.png,samoyed,0.0,,source
004107.png,miniature_poodle,1.0,test,source
001619.png,dalmatian,4.0,train,source
010016.png,great_dane,3.0,,source
007578.png,dalmatian,4.0,,source
003506.png,yorkshire_terrier,7.0,val,source
000542.png,yorkshire_terrier,7.0,train,source
000835.png,great_dane,3.0,train,source
007795.png,yorkshire_terrier,7.0,,source
002390.png,miniature_poodle,1.0,train,source
002098.png,yorkshire_terrier,7.0,train,source
006640.png,great_dane,3.0,,source
008820.png,great_dane,3.0,,source
005063.png,yorkshire_terrier,7.0,test,source
004298.png,samoyed,0.0,test,source
008219.png,miniature_poodle,1.0,,source
008450.png,chihuahua,5.0,,source
006121.png,miniature_poodle,1.0,,source
009107.png,yorkshire_terrier,7.0,,source
009228.png,miniature_poodle,1.0,,source
001245.png,samoyed,0.0,train,source
000207.png,samoyed,0.0,train,source
008504.png,samoyed,0.0,,source
000258.png,dalmatian,4.0,train,source
004056.png,siberian_husky,6.0,test,source
008784.png,siberian_husky,6.0,,source
000958.png,yorkshire_terrier,7.0,train,source
002614.png,dalmatian,4.0,val,source
004086.png,saint_bernard,2.0,test,source
003804.png,chihuahua,5.0,val,source
008354.png,miniature_poodle,1.0,,source
008838.png,siberian_husky,6.0,,source
006094.png,chihuahua,5.0,,source
000538.png,great_dane,3.0,train,source
006813.png,dalmatian,4.0,,source
001668.png,dalmatian,4.0,train,source
007152.png,saint_bernard,2.0,,source
003277.png,yorkshire_terrier,7.0,val,source
004229.png,miniature_poodle,1.0,test,source
004262.png,dalmatian,4.0,test,source
008988.png,dalmatian,4.0,,source
003239.png,miniature_poodle,1.0,val,source
007093.png,dalmatian,4.0,,source
008688.png,chihuahua,5.0,,source
000907.png,miniature_poodle,1.0,train,source
003038.png,samoyed,0.0,val,source
007622.png,samoyed,0.0,,source
003366.png,chihuahua,5.0,val,source
008914.png,siberian_husky,6.0,,source
000929.png,chihuahua,5.0,train,source
009508.png,dalmatian,4.0,,source
006024.png,saint_bernard,2.0,,source
005734.png,samoyed,0.0,,source
006602.png,dalmatian,4.0,,source
009884.png,siberian_husky,6.0,,source
006956.png,yorkshire_terrier,7.0,,source
009735.png,chihuahua,5.0,,source
000883.png,saint_bernard,2.0,train,source
007550.png,miniature_poodle,1.0,,source
008646.png,siberian_husky,6.0,,source
002759.png,siberian_husky,6.0,val,source
006727.png,saint_bernard,2.0,,source
005917.png,yorkshire_terrier,7.0,,source
002504.png,samoyed,0.0,train,source
004699.png,saint_bernard,2.0,test,source
005476.png,miniature_poodle,1.0,,source
008210.png,siberian_husky,6.0,,source
003270.png,saint_bernard,2.0,val,source
009139.png,chihuahua,5.0,,source
002615.png,yorkshire_terrier,7.0,train,source
003012.png,siberian_husky,6.0,val,source
004472.png,samoyed,0.0,test,source
009605.png,samoyed,0.0,,source
001615.png,samoyed,0.0,train,source
004392.png,yorkshire_terrier,7.0,test,source
003423.png,saint_bernard,2.0,val,source
002412.png,saint_bernard,2.0,train,source
000162.png,samoyed,0.0,train,source
006289.png,dalmatian,4.0,,source
003181.png,miniature_poodle,1.0,val,source
007259.png,great_dane,3.0,,source
001481.png,yorkshire_terrier,7.0,train,source
009741.png,siberian_husky,6.0,,source
009441.png,great_dane,3.0,,source
002800.png,dalmatian,4.0,val,source
002462.png,saint_bernard,2.0,val,source
005625.png,samoyed,0.0,test,source
002169.png,siberian_husky,6.0,train,source
009695.png,great_dane,3.0,,source
010196.png,yorkshire_terrier,7.0,,source
004018.png,yorkshire_terrier,7.0,val,source
006511.png,saint_bernard,2.0,,source
006566.png,siberian_husky,6.0,,source
005525.png,yorkshire_terrier,7.0,test,source
004263.png,yorkshire_terrier,7.0,test,source
004573.png,dalmatian,4.0,test,source
008747.png,siberian_husky,6.0,,source
004395.png,chihuahua,5.0,test,source
002844.png,dalmatian,4.0,val,source
001373.png,saint_bernard,2.0,train,source
004906.png,siberian_husky,6.0,test,source
003908.png,dalmatian,4.0,val,source
009811.png,siberian_husky,6.0,,source
008075.png,miniature_poodle,1.0,,source
003199.png,yorkshire_terrier,7.0,val,source
009017.png,dalmatian,4.0,,source
003219.png,siberian_husky,6.0,val,source
006794.png,yorkshire_terrier,7.0,,source
008571.png,siberian_husky,6.0,,source
002349.png,yorkshire_terrier,7.0,train,source
007280.png,miniature_poodle,1.0,,source
002269.png,chihuahua,5.0,train,source
001660.png,dalmatian,4.0,train,source
003850.png,chihuahua,5.0,val,source
001169.png,siberian_husky,6.0,train,source
004886.png,samoyed,0.0,test,source
006637.png,saint_bernard,2.0,,source
004128.png,yorkshire_terrier,7.0,val,source
004789.png,siberian_husky,6.0,test,source
002037.png,miniature_poodle,1.0,train,source
008082.png,saint_bernard,2.0,,source
003310.png,miniature_poodle,1.0,val,source
001322.png,siberian_husky,6.0,train,source
005898.png,great_dane,3.0,,source
003637.png,saint_bernard,2.0,val,source
007822.png,samoyed,0.0,,source
001590.png,great_dane,3.0,train,source
007044.png,siberian_husky,6.0,,source
008704.png,samoyed,0.0,,source
009952.png,dalmatian,4.0,,source
002093.png,chihuahua,5.0,train,source
009369.png,saint_bernard,2.0,,source
001070.png,great_dane,3.0,train,source
001941.png,yorkshire_terrier,7.0,train,source
009425.png,siberian_husky,6.0,,source
000729.png,dalmatian,4.0,train,source
008144.png,siberian_husky,6.0,,source
010029.png,dalmatian,4.0,,source
001277.png,samoyed,0.0,train,source
004554.png,chihuahua,5.0,test,source
001185.png,siberian_husky,6.0,train,source
008271.png,saint_bernard,2.0,,source
005431.png,saint_bernard,2.0,,source
003696.png,samoyed,0.0,val,source
006329.png,siberian_husky,6.0,,source
006528.png,great_dane,3.0,,source
008049.png,saint_bernard,2.0,,source
002052.png,siberian_husky,6.0,train,source
001732.png,miniature_poodle,1.0,train,source
005768.png,yorkshire_terrier,7.0,,source
003273.png,great_dane,3.0,val,source
009667.png,miniature_poodle,1.0,,source
002947.png,siberian_husky,6.0,val,source
001944.png,yorkshire_terrier,7.0,train,source
002623.png,samoyed,0.0,train,source
000189.png,siberian_husky,6.0,train,source
000624.png,yorkshire_terrier,7.0,train,source
006568.png,miniature_poodle,1.0,,source
008006.png,siberian_husky,6.0,,source
008097.png,miniature_poodle,1.0,,source
005272.png,great_dane,3.0,test,source
009276.png,miniature_poodle,1.0,,source
005800.png,saint_bernard,2.0,,source
008724.png,saint_bernard,2.0,,source
000143.png,samoyed,0.0,train,source
004936.png,chihuahua,5.0,test,source
005359.png,saint_bernard,2.0,,source
009216.png,siberian_husky,6.0,,source
006949.png,saint_bernard,2.0,,source
006151.png,saint_bernard,2.0,,source
002962.png,yorkshire_terrier,7.0,val,source
005014.png,great_dane,3.0,test,source
001598.png,miniature_poodle,1.0,train,source
000543.png,yorkshire_terrier,7.0,train,source
009339.png,chihuahua,5.0,,source
002959.png,saint_bernard,2.0,val,source
000461.png,miniature_poodle,1.0,train,source
003325.png,siberian_husky,6.0,val,source
002372.png,chihuahua,5.0,train,source
004429.png,dalmatian,4.0,test,source
007495.png,saint_bernard,2.0,,source
004692.png,chihuahua,5.0,test,source
000260.png,chihuahua,5.0,train,source
007577.png,siberian_husky,6.0,,source
005849.png,siberian_husky,6.0,,source
005629.png,samoyed,0.0,test,source
006285.png,samoyed,0.0,,source
007996.png,yorkshire_terrier,7.0,,source
007916.png,miniature_poodle,1.0,,source
003722.png,samoyed,0.0,val,source
004369.png,great_dane,3.0,test,source
003482.png,great_dane,3.0,val,source
003116.png,yorkshire_terrier,7.0,val,source
008986.png,great_dane,3.0,,source
005150.png,chihuahua,5.0,test,source
007063.png,yorkshire_terrier,7.0,,source
007126.png,great_dane,3.0,,source
007393.png,miniature_poodle,1.0,,source
000371.png,great_dane,3.0,train,source
004527.png,great_dane,3.0,test,source
001815.png,chihuahua,5.0,train,source
009288.png,yorkshire_terrier,7.0,,source
006095.png,samoyed,0.0,,source
004881.png,chihuahua,5.0,test,source
007961.png,chihuahua,5.0,,source
007205.png,siberian_husky,6.0,,source
001001.png,chihuahua,5.0,train,source
000171.png,chihuahua,5.0,train,source
007133.png,chihuahua,5.0,,source
001928.png,samoyed,0.0,train,source
006251.png,miniature_poodle,1.0,,source
002285.png,samoyed,0.0,train,source
004618.png,great_dane,3.0,test,source
004803.png,samoyed,0.0,test,source
009196.png,yorkshire_terrier,7.0,,source
003966.png,saint_bernard,2.0,test,source
001614.png,miniature_poodle,1.0,train,source
003557.png,yorkshire_terrier,7.0,val,source
007976.png,dalmatian,4.0,,source
005550.png,chihuahua,5.0,,source
003476.png,saint_bernard,2.0,val,source
002811.png,dalmatian,4.0,val,source
000205.png,siberian_husky,6.0,train,source
004848.png,siberian_husky,6.0,test,source
007446.png,saint_bernard,2.0,,source
004426.png,dalmatian,4.0,test,source
003481.png,samoyed,0.0,val,source
008621.png,samoyed,0.0,,source
005280.png,samoyed,0.0,test,source
003730.png,dalmatian,4.0,val,source
002755.png,samoyed,0.0,val,source
005315.png,yorkshire_terrier,7.0,test,source
008034.png,samoyed,0.0,,source
003563.png,dalmatian,4.0,val,source
001884.png,chihuahua,5.0,train,source
008178.png,chihuahua,5.0,,source
000109.png,saint_bernard,2.0,train,source
004305.png,dalmatian,4.0,test,source
003610.png,great_dane,3.0,val,source
005266.png,yorkshire_terrier,7.0,test,source
006004.png,samoyed,0.0,,source
003032.png,chihuahua,5.0,val,source
002993.png,great_dane,3.0,val,source
001896.png,dalmatian,4.0,train,source
003668.png,great_dane,3.0,val,source
003221.png,saint_bernard,2.0,val,source
001805.png,great_dane,3.0,train,source
004280.png,great_dane,3.0,test,source
002789.png,yorkshire_terrier,7.0,val,source
000478.png,yorkshire_terrier,7.0,train,source
009993.png,chihuahua,5.0,,source
001165.png,siberian_husky,6.0,train,source
001716.png,miniature_poodle,1.0,train,source
002218.png,miniature_poodle,1.0,train,source
004479.png,great_dane,3.0,test,source
005056.png,great_dane,3.0,test,source
003502.png,dalmatian,4.0,val,source
008695.png,chihuahua,5.0,,source
006865.png,great_dane,3.0,,source
004487.png,miniature_poodle,1.0,test,source
006100.png,yorkshire_terrier,7.0,,source
002321.png,samoyed,0.0,train,source
010046.png,yorkshire_terrier,7.0,,source
009443.png,siberian_husky,6.0,,source
008276.png,chihuahua,5.0,,source
007723.png,saint_bernard,2.0,,source
006454.png,great_dane,3.0,,source
004711.png,samoyed,0.0,test,source
005863.png,dalmatian,4.0,,source
005339.png,saint_bernard,2.0,test,source
006713.png,yorkshire_terrier,7.0,,source
005006.png,yorkshire_terrier,7.0,test,source
000539.png,dalmatian,4.0,train,source
005631.png,yorkshire_terrier,7.0,test,source
002585.png,dalmatian,4.0,val,source
001649.png,samoyed,0.0,train,source
004393.png,saint_bernard,2.0,test,source
004254.png,saint_bernard,2.0,test,source
004869.png,yorkshire_terrier,7.0,test,source
001078.png,chihuahua,5.0,train,source
007846.png,siberian_husky,6.0,,source
007035.png,saint_bernard,2.0,,source
010067.png,dalmatian,4.0,,source
003156.png,great_dane,3.0,val,source
007865.png,saint_bernard,2.0,,source
009648.png,chihuahua,5.0,,source
005039.png,dalmatian,4.0,test,source
007934.png,chihuahua,5.0,,source
008726.png,dalmatian,4.0,,source
007161.png,dalmatian,4.0,,source
003583.png,saint_bernard,2.0,val,source
007493.png,miniature_poodle,1.0,,source
006492.png,miniature_poodle,1.0,,source
006469.png,yorkshire_terrier,7.0,,source
004133.png,yorkshire_terrier,7.0,val,source
004346.png,great_dane,3.0,test,source
008133.png,siberian_husky,6.0,,source
009594.png,miniature_poodle,1.0,,source
001775.png,miniature_poodle,1.0,train,source
006279.png,miniature_poodle,1.0,,source
005864.png,miniature_poodle,1.0,,source
007885.png,great_dane,3.0,,source
008906.png,saint_bernard,2.0,,source
001026.png,dalmatian,4.0,train,source
009472.png,siberian_husky,6.0,,source
004390.png,miniature_poodle,1.0,test,source
004331.png,great_dane,3.0,test,source
008383.png,great_dane,3.0,,source
000677.png,yorkshire_terrier,7.0,train,source
004997.png,samoyed,0.0,test,source
002716.png,yorkshire_terrier,7.0,val,source
006436.png,samoyed,0.0,,source
007315.png,saint_bernard,2.0,,source
006487.png,saint_bernard,2.0,,source
000786.png,samoyed,0.0,train,source
005813.png,siberian_husky,6.0,,source
006897.png,dalmatian,4.0,,source
006851.png,siberian_husky,6.0,,source
006361.png,miniature_poodle,1.0,,source
008744.png,samoyed,0.0,,source
006133.png,great_dane,3.0,,source
010142.png,saint_bernard,2.0,,source
000510.png,yorkshire_terrier,7.0,train,source
003005.png,dalmatian,4.0,val,source
004698.png,yorkshire_terrier,7.0,test,source
002325.png,miniature_poodle,1.0,train,source
008010.png,miniature_poodle,1.0,,source
009779.png,yorkshire_terrier,7.0,,source
007807.png,miniature_poodle,1.0,,source
000474.png,great_dane,3.0,train,source
001341.png,miniature_poodle,1.0,train,source
000347.png,miniature_poodle,1.0,train,source
008543.png,dalmatian,4.0,,source
004145.png,yorkshire_terrier,7.0,test,source
005099.png,siberian_husky,6.0,test,source
008220.png,miniature_poodle,1.0,,source
001971.png,chihuahua,5.0,train,source
002075.png,miniature_poodle,1.0,train,source
001073.png,yorkshire_terrier,7.0,train,source
002385.png,great_dane,3.0,val,source
003485.png,dalmatian,4.0,val,source
001187.png,saint_bernard,2.0,train,source
000420.png,siberian_husky,6.0,train,source
004602.png,miniature_poodle,1.0,test,source
005681.png,great_dane,3.0,,source
000150.png,saint_bernard,2.0,train,source
003194.png,siberian_husky,6.0,val,source
000531.png,chihuahua,5.0,train,source
001357.png,great_dane,3.0,train,source
003644.png,samoyed,0.0,val,source
003081.png,saint_bernard,2.0,val,source
004992.png,samoyed,0.0,test,source
004319.png,samoyed,0.0,test,source
008032.png,siberian_husky,6.0,,source
007960.png,siberian_husky,6.0,,source
009265.png,chihuahua,5.0,,source
003830.png,siberian_husky,6.0,val,source
005680.png,siberian_husky,6.0,,source
010174.png,great_dane,3.0,,source
008187.png,saint_bernard,2.0,,source
002804.png,samoyed,0.0,val,source
006484.png,saint_bernard,2.0,,source
005754.png,saint_bernard,2.0,,source
009115.png,yorkshire_terrier,7.0,,source
000610.png,siberian_husky,6.0,train,source
008732.png,dalmatian,4.0,,source
004016.png,saint_bernard,2.0,test,source
002233.png,saint_bernard,2.0,train,source
009267.png,great_dane,3.0,,source
006910.png,samoyed,0.0,,source
008577.png,dalmatian,4.0,,source
009537.png,yorkshire_terrier,7.0,,source
005939.png,miniature_poodle,1.0,,source
004451.png,siberian_husky,6.0,test,source
008056.png,great_dane,3.0,,source
005347.png,chihuahua,5.0,test,source
005477.png,dalmatian,4.0,test,source
005207.png,great_dane,3.0,test,source
007594.png,chihuahua,5.0,,source
008845.png,miniature_poodle,1.0,,source
003269.png,great_dane,3.0,val,source
006152.png,miniature_poodle,1.0,,source
004275.png,yorkshire_terrier,7.0,test,source
004791.png,great_dane,3.0,test,source
005322.png,dalmatian,4.0,test,source
003975.png,samoyed,0.0,val,source
005287.png,dalmatian,4.0,test,source
008156.png,siberian_husky,6.0,,source
001377.png,siberian_husky,6.0,train,source
005271.png,dalmatian,4.0,test,source
009283.png,miniature_poodle,1.0,,source
002451.png,yorkshire_terrier,7.0,train,source
001229.png,saint_bernard,2.0,train,source
007257.png,samoyed,0.0,,source
008393.png,miniature_poodle,1.0,,source
003382.png,chihuahua,5.0,val,source
000714.png,chihuahua,5.0,train,source
000375.png,miniature_poodle,1.0,train,source
009338.png,saint_bernard,2.0,,source
007454.png,chihuahua,5.0,,source
003197.png,great_dane,3.0,val,source
007778.png,chihuahua,5.0,,source
007859.png,yorkshire_terrier,7.0,,source
001625.png,chihuahua,5.0,train,source
002364.png,miniature_poodle,1.0,train,source
002033.png,dalmatian,4.0,train,source
007535.png,dalmatian,4.0,,source
004723.png,chihuahua,5.0,test,source
002175.png,samoyed,0.0,train,source
001494.png,dalmatian,4.0,train,source
000280.png,yorkshire_terrier,7.0,train,source
008848.png,dalmatian,4.0,,source
009731.png,great_dane,3.0,,source
009340.png,great_dane,3.0,,source
002097.png,siberian_husky,6.0,train,source
006009.png,samoyed,0.0,,source
003727.png,chihuahua,5.0,val,source
009795.png,saint_bernard,2.0,,source
002720.png,saint_bernard,2.0,val,source
004378.png,dalmatian,4.0,test,source
005584.png,chihuahua,5.0,,source
008186.png,chihuahua,5.0,,source
009133.png,great_dane,3.0,,source
008786.png,siberian_husky,6.0,,source
009724.png,miniature_poodle,1.0,,source
009065.png,chihuahua,5.0,,source
008299.png,dalmatian,4.0,,source
007595.png,miniature_poodle,1.0,,source
001348.png,chihuahua,5.0,train,source
009853.png,chihuahua,5.0,,source
007170.png,miniature_poodle,1.0,,source
002488.png,chihuahua,5.0,train,source
008568.png,siberian_husky,6.0,,source
008626.png,great_dane,3.0,,source
004965.png,great_dane,3.0,test,source
003517.png,saint_bernard,2.0,val,source
002859.png,miniature_poodle,1.0,val,source
004388.png,siberian_husky,6.0,test,source
005454.png,dalmatian,4.0,test,source
002807.png,siberian_husky,6.0,val,source
000632.png,siberian_husky,6.0,train,source
007186.png,saint_bernard,2.0,,source
008095.png,samoyed,0.0,,source
006368.png,saint_bernard,2.0,,source
003469.png,miniature_poodle,1.0,val,source
007320.png,chihuahua,5.0,,source
008605.png,yorkshire_terrier,7.0,,source
009792.png,great_dane,3.0,,source
002221.png,saint_bernard,2.0,train,source
002431.png,saint_bernard,2.0,val,source
004993.png,siberian_husky,6.0,test,source
006830.png,chihuahua,5.0,,source
004758.png,dalmatian,4.0,test,source
007684.png,great_dane,3.0,,source
000519.png,saint_bernard,2.0,train,source
002526.png,yorkshire_terrier,7.0,train,source
010050.png,samoyed,0.0,,source
008735.png,yorkshire_terrier,7.0,,source
001440.png,great_dane,3.0,train,source
000141.png,miniature_poodle,1.0,train,source
007951.png,chihuahua,5.0,,source
004967.png,chihuahua,5.0,test,source
002492.png,miniature_poodle,1.0,val,source
007541.png,yorkshire_terrier,7.0,,source
001593.png,saint_bernard,2.0,train,source
003074.png,miniature_poodle,1.0,val,source
007290.png,yorkshire_terrier,7.0,,source
009610.png,great_dane,3.0,,source
007496.png,siberian_husky,6.0,,source
006012.png,yorkshire_terrier,7.0,,source
001179.png,yorkshire_terrier,7.0,train,source
003697.png,yorkshire_terrier,7.0,val,source
007162.png,yorkshire_terrier,7.0,,source
000949.png,great_dane,3.0,train,source
007588.png,chihuahua,5.0,,source
007030.png,saint_bernard,2.0,,source
010048.png,chihuahua,5.0,,source
001885.png,yorkshire_terrier,7.0,train,source
003861.png,samoyed,0.0,val,source
001621.png,yorkshire_terrier,7.0,train,source
010202.png,miniature_poodle,1.0,,source
003528.png,dalmatian,4.0,val,source
009301.png,great_dane,3.0,,source
005028.png,miniature_poodle,1.0,test,source
003691.png,siberian_husky,6.0,val,source
001586.png,dalmatian,4.0,train,source
001443.png,saint_bernard,2.0,train,source
006534.png,yorkshire_terrier,7.0,,source
000545.png,great_dane,3.0,train,source
004290.png,chihuahua,5.0,test,source
005556.png,miniature_poodle,1.0,,source
009550.png,yorkshire_terrier,7.0,,source
002350.png,saint_bernard,2.0,train,source
001048.png,yorkshire_terrier,7.0,train,source
008770.png,yorkshire_terrier,7.0,,source
001556.png,yorkshire_terrier,7.0,train,source
000024.png,samoyed,0.0,train,source
004555.png,great_dane,3.0,test,source
000190.png,chihuahua,5.0,train,source
002561.png,chihuahua,5.0,val,source
008296.png,yorkshire_terrier,7.0,,source
002940.png,dalmatian,4.0,val,source
001627.png,siberian_husky,6.0,train,source
004306.png,dalmatian,4.0,test,source
008492.png,yorkshire_terrier,7.0,,source
000744.png,chihuahua,5.0,train,source
001709.png,miniature_poodle,1.0,train,source
005203.png,chihuahua,5.0,test,source
003050.png,dalmatian,4.0,val,source
000615.png,great_dane,3.0,train,source
010137.png,miniature_poodle,1.0,,source
004030.png,yorkshire_terrier,7.0,val,source
009125.png,chihuahua,5.0,,source
003915.png,yorkshire_terrier,7.0,val,source
009421.png,saint_bernard,2.0,,source
004679.png,siberian_husky,6.0,test,source
003731.png,samoyed,0.0,val,source
005950.png,yorkshire_terrier,7.0,,source
001100.png,miniature_poodle,1.0,train,source
009435.png,yorkshire_terrier,7.0,,source
002831.png,yorkshire_terrier,7.0,val,source
002063.png,siberian_husky,6.0,train,source
005981.png,siberian_husky,6.0,,source
001623.png,dalmatian,4.0,train,source
009487.png,great_dane,3.0,,source
008166.png,yorkshire_terrier,7.0,,source
